OrderNumber;OrderDate;ShipDate;EmployeeIdentifier;EmployeeFirstName;EmployeeLastName;CustomerAccountNumber;CustomerFirstName;CustomerLastName;CustomerAddr;CustomerCity;CustomerCountry;SaleAmount;SaleCost
O-3833;19/10/2020;30/10/2020;E-288;Rachel;Valdez;C-29687;Shelley;Crow;Nonnendamm 63;Berlin;DE;12647,652;7386,23
O-3834;19/10/2020;27/10/2020;E-277;Jillian;Carson;C-29966;Richard;Lum;Attn: Accounts Payable;Melville;US;36682,5594;27453,23
O-3835;19/10/2020;21/10/2020;E-283;David;Campbell;C-30080;Delia;Toone;755 Columbia Ctr Blvd;Kennewick;US;923,388;856,72
O-3836;19/10/2020;22/10/2020;E-275;Michael;Blythe;C-29635;Rob;Caron;Ward Parkway Center;Kansas City;US;2294,298;2146,78
O-3837;20/10/2020;24/10/2020;E-281;Shu;Ito;C-30069;Donald;Thompson;25472 Marlay Ave;Fontana;US;1558,242;1057,42
O-3838;20/10/2020;23/10/2020;E-289;Jae;Pak;C-30029;Shanay;Steelman;5 place Ville-Marie;Montreal;CA;7388,898;5974,66
O-3839;20/10/2020;24/10/2020;E-282;José;Saraiva;C-29922;Pamala;Kotc;Garamonde Drive, Wymbush;Milton Keynes;GB;28762,3485;17622,69
O-3840;20/10/2020;24/10/2020;E-278;Garrett;Vargas;C-30087;Billy;Trent;99954 Boul. Laurier, Local 060, Place;Sainte-Foy;CA;24805,836;12167,26
O-3841;20/10/2020;23/10/2020;E-287;Amy;Alberts;C-29917;Jim;Kennedy;Brunnenstr 9511;Berlin;DE;63244,416;48116,35
O-3842;20/10/2020;22/10/2020;E-290;Hélène;Dupont;C-30006;Nellie;Medina;699bis, rue des Peupliers;Paris;FR;445,41;282,12
O-3843;20/10/2020;24/10/2020;E-275;Michael;Blythe;C-29574;Randall;Boseman;2500 North Stemmons Freeway;Dallas;US;1715,562;1071,71
O-3844;20/10/2020;22/10/2020;E-275;Michael;Blythe;C-30046;Elizabeth;Sullivan;Town East Center;Mesquite;US;68640,1406;47272,46
O-3845;20/10/2020;24/10/2020;E-276;Linda;Mitchell;C-29584;Walter;Brian;25136 Jefferson Blvd.;Culver City;US;411,702;238,83
O-3846;21/10/2020;25/10/2020;E-289;Jae;Pak;C-29494;Samuel;Agcaoili;No. 25800-130 King Street West;Toronto;CA;818,7;559,34
O-3847;21/10/2020;23/10/2020;E-288;Rachel;Valdez;C-30066;Ram;Thirunavukkarasu;Postfach 11 09 00;Berlin;DE;105,294;62,58
O-3848;21/10/2020;24/10/2020;E-289;Jae;Pak;C-29939;Mark;Lee;2512-410th Avenue S.W.;Calgary;CA;3684,858;2531,13
O-3850;21/10/2020;24/10/2020;E-280;Pamela;Ansman-Wolfe;C-29915;Andrew;Kobylinski;2526a Tri-Lake Blvd Ne;Kirkland;US;44961,0181;37011,91
O-3851;21/10/2020;23/10/2020;E-277;Jillian;Carson;C-29669;Jeanette;Cole;P.O. Box 9005;Endicott;US;2748,51;1626,29
O-3852;22/10/2020;22/10/2020;E-278;Garrett;Vargas;C-29557;Alexander;Berger;253711 Mayfield Place, Unit 150;Richmond;CA;71891,3168;47534,54
O-3853;22/10/2020;25/10/2020;E-290;Hélène;Dupont;C-29735;Michael;Emanuel;22, rue Lafayette;Pantin;FR;72,876;55,07
O-3854;22/10/2020;26/10/2020;E-289;Jae;Pak;C-29711;Gabriele;Dickmann;250551 Shellbridge Way;Richmond;CA;24,288;21,94
O-3855;22/10/2020;26/10/2020;E-284;Tete;Mensa-Annan;C-29873;Mary;Alexander;2345 West Spencer Road;Lynnwood;US;1644,942;1174,32
O-3856;22/10/2020;24/10/2020;E-284;Tete;Mensa-Annan;C-29931;Eric;Lang;25300 Biddle Road;Medford;US;24889,164;15229,68
O-3857;23/10/2020;27/10/2020;E-283;David;Campbell;C-30064;Judy;Thames;25102 Springwater;Wenatchee;US;785,958;549,54
O-3858;23/10/2020;27/10/2020;E-288;Rachel;Valdez;C-29552;John;Bennetts;Winterfeldtstr 5557;Münster;DE;32797,2657;22597,32
O-3859;23/10/2020;29/10/2020;E-288;Rachel;Valdez;C-29887;Tamara;Johnston;Kurfürstenstr 574;München;DE;4335,264;4001,44
O-3860;23/10/2020;01/11/2020;E-290;Hélène;Dupont;C-29951;Yan;Li;6, rue des Pyrenees;Saint Ouen;FR;25086,474;14161,31
O-3861;24/10/2020;24/10/2020;E-289;Jae;Pak;C-29625;Suzana De Abreu;Canuto;20225 Lansing Ave;Montreal;CA;56647,6403;43828,28
O-3862;24/10/2020;26/10/2020;E-277;Jillian;Carson;C-29701;Kirk;DeGrasse;6 Cotton Road;Nashua;US;70286,7015;45679,33
O-3863;24/10/2020;28/10/2020;E-286;Lynn;Tsoflias;C-29488;Pilar;Ackerman;4250 Concord Road;Rhodes;AU;49053,4638;42372,38
O-3864;24/10/2020;26/10/2020;E-281;Shu;Ito;C-29690;Conor;Cunningham;Sports Store At Park City;Park City;US;15345,36;11874,24
O-3865;24/10/2020;26/10/2020;E-275;Michael;Blythe;C-29659;Ruth;Choin;7760 N. Pan Am Expwy;San Antonio;US;356,898;249,47
O-3866;24/10/2020;24/10/2020;E-282;José;Saraiva;C-30113;Raja;Venugopal;Burgess Hill;West Sussex;GB;43152,291;35919,97
O-3867;24/10/2020;26/10/2020;E-277;Jillian;Carson;C-29838;Fran;Highfill;Logansport Mall;Logansport;US;1142,856;849,72
O-3868;24/10/2020;26/10/2020;E-289;Jae;Pak;C-29803;Hattie;Haemon;55 Lakeshore Blvd East;Toronto;CA;8387,946;4877,59
O-3869;25/10/2020;26/10/2020;E-281;Shu;Ito;C-29815;Lucy;Harrington;482505 Warm Springs Blvd.;Fremont;US;15380,646;9437,57
O-3870;25/10/2020;27/10/2020;E-275;Michael;Blythe;C-29651;Lee;Chapla;99433 S. Greenbay Rd.;Racine;US;35390,406;21779,26
O-3871;25/10/2020;26/10/2020;E-276;Linda;Mitchell;C-29653;Pei;Chow;4660 Rodeo Road;Santa Fe;US;18959,586;13358,93
O-3872;25/10/2020;29/10/2020;E-276;Linda;Mitchell;C-29877;Joyce;Jarvis;955 E. County Line Rd.;Englewood;US;17744,274;11145,18
O-3873;25/10/2020;27/10/2020;E-288;Rachel;Valdez;C-29676;Peter;Connelly;Kurfürstenstr 9;Duesseldorf;DE;734,79;528,83
O-3874;25/10/2020;25/10/2020;E-275;Michael;Blythe;C-30118;Caroline;Vicknair;660 Lindbergh;Saint Louis;US;35758,356;25198,92
O-3875;26/10/2020;01/11/2020;E-276;Linda;Mitchell;C-29938;Frank;Campbell;251340 E. South St.;Cerritos;US;33623,778;20900,54
O-3876;26/10/2020;29/10/2020;E-279;Tsvi;Reiter;C-29762;Liam;Friedland;University Plaza;Tampa;US;9709,998;7312,6
O-3877;26/10/2020;30/10/2020;E-280;Pamela;Ansman-Wolfe;C-29843;Matthew;Hink;No. 60 Bellis Fair Parkway;Bellingham;US;56579,796;42089,71
O-3878;26/10/2020;30/10/2020;E-281;Shu;Ito;C-29579;Cornelius;Brandon;789 West Alameda;Westminster;US;43451,7;28465,21
O-3879;26/10/2020;29/10/2020;E-289;Jae;Pak;C-29639;Joseph;Castellucio;2511 Baker Road;Toronto;CA;69894,042;44473,58
O-3880;26/10/2020;03/11/2020;E-277;Jillian;Carson;C-30081;Alvin;Torre;The Corner Shopping Center;Falls Church;US;149,874;89,52
O-3881;27/10/2020;03/11/2020;E-286;Lynn;Tsoflias;C-29652;Neil;Charney;2253 Miller Street;North Sydney;AU;762,174;333,14
O-3882;27/10/2020;30/10/2020;E-275;Michael;Blythe;C-29872;Jodan;Jacobson;6030 Robinson Road;Jefferson City;US;37,254;25,39
O-3883;27/10/2020;01/11/2020;E-277;Jillian;Carson;C-29551;Mason;Bendixen;77993 Mentor Ave.;Mentor;US;35538,9074;23487,67
O-3884;28/10/2020;30/10/2020;E-286;Lynn;Tsoflias;C-30092;Gracia;Tuell;Level 99;Melbourne;AU;27288,846;20316,55
O-3885;28/10/2020;01/11/2020;E-284;Tete;Mensa-Annan;C-29775;Jim;Geist;35525-9th Street Sw;Puyallup;US;1279,29;862,75
O-3886;28/10/2020;31/10/2020;E-284;Tete;Mensa-Annan;C-30105;Gregory;Vanderbout;950 Gateway Street;Springfield;US;19078,47;6795,75
O-3887;28/10/2020;03/11/2020;E-278;Garrett;Vargas;C-29964;Anita;Lucerne;6333 Cote Vertu;Montreal;CA;50668,986;30624,34
O-3888;28/10/2020;01/11/2020;E-276;Linda;Mitchell;C-29781;Guy;Gilbert;Vista Marketplace;Alhambra;US;2227,386;1314,38
O-3889;29/10/2020;01/11/2020;E-288;Rachel;Valdez;C-29839;Geneva;Hill;Buergermeister-ulrich-str 3000;Augsburg;DE;291,588;161,48
O-3890;30/10/2020;01/11/2020;E-288;Rachel;Valdez;C-29812;William;Hapke;Karl Liebknecht str 299;Frankfurt am Main;DE;915,528;647,01
O-3891;30/10/2020;02/11/2020;E-286;Lynn;Tsoflias;C-30038;Judy;Storjohann;Level 7;Matraville;AU;445,41;244,71
O-3892;30/10/2020;30/10/2020;E-280;Pamela;Ansman-Wolfe;C-29559;Robert;Bernacchi;25915 140th Ave Ne;Bellevue;US;77475,2281;65644,76
O-3893;30/10/2020;08/11/2020;E-289;Jae;Pak;C-29722;Reuben;D'sa;9950 Ferrand Drive, 9th Floor;Toronto;CA;61161,9757;45363,84
O-3894;30/10/2020;01/11/2020;E-282;José;Saraiva;C-30019;Matthew;Miller;Wymbush;Milton Keynes;GB;5801,934;3396,45
O-3895;30/10/2020;01/11/2020;E-289;Jae;Pak;C-29714;Rudolph;Dillon;595 Burning Street;Vancouver;CA;27499,866;23842,39
O-3896;30/10/2020;01/11/2020;E-285;Syed;Abbas;C-29821;Neal;Hasty;254a Baker Street;Sydney;AU;27568,494;16077,94
O-3897;30/10/2020;01/11/2020;E-286;Lynn;Tsoflias;C-29537;Rebecca;Barley;Ctrcrt Bus Pk/995-27 Paul St N;North Ryde;AU;1807,038;620,54
O-3898;31/10/2020;11/11/2020;E-282;José;Saraiva;C-29796;Jon;Grande;Galashiels;Liverpool;GB;84413,16;47642,79
O-3899;31/10/2020;03/11/2020;E-276;Linda;Mitchell;C-30089;Michael John;Troyer;Oxnard Outlet;Oxnard;US;2632,236;1611,46
O-3900;31/10/2020;03/11/2020;E-290;Hélène;Dupont;C-30049;Nate;Sun;510, avenue de Villiers;Orleans;FR;59860,276;42452,91
O-3901;31/10/2020;03/11/2020;E-281;Shu;Ito;C-29809;Kerim;Hanif;60025 Bollinger Canyon Road;San Ramon;US;3768,12;2696,09
O-3902;31/10/2020;03/11/2020;E-284;Tete;Mensa-Annan;C-30034;Wathalee;Steuber;700 Se Sunnyside Road;Clackamas;US;5475,534;4149,36
O-3903;31/10/2020;03/11/2020;E-286;Lynn;Tsoflias;C-29823;Jeff;Hay;Level 7;Newcastle;AU;25386,132;15823,17
O-3904;31/10/2020;02/11/2020;E-275;Michael;Blythe;C-29743;Ann;Evans;Ring Plaza;Norridge;US;16,272;10,46
O-3905;31/10/2020;08/11/2020;E-283;David;Campbell;C-29810;Jean;Handley;259826 Russell Rd. South;Kent;US;2077,116;1644,87
O-3906;01/11/2020;03/11/2020;E-284;Tete;Mensa-Annan;C-30018;Virginia;Miller;25111 228th St Sw;Bothell;US;167,976;114,13
O-3907;01/11/2020;04/11/2020;E-280;Pamela;Ansman-Wolfe;C-30070;Kendra;Thompson;22571 South 2500 East;Idaho Falls;US;54955,896;34391,4
O-3908;01/11/2020;02/11/2020;E-277;Jillian;Carson;C-29658;Mike;Choi;Indiana Factory Shops;Daleville;US;18775,686;14444,14
O-3909;01/11/2020;03/11/2020;E-290;Hélène;Dupont;C-30114;Kevin;Verboort;39, avenue des Laurentides;Paris La Defense;FR;181,176;121,3
O-3910;01/11/2020;03/11/2020;E-288;Rachel;Valdez;C-29679;Amy;Consentino;Am Grossen Dern 982;Hamburg;DE;563,7528;457,48
O-3911;02/11/2020;02/11/2020;E-277;Jillian;Carson;C-29647;Baris;Cetinok;Westside Plaza;Nashua;US;28194,27;23170,05
O-3912;03/11/2020;04/11/2020;E-281;Shu;Ito;C-29631;Jane;Carmichael;5967 W Las Positas Blvd;Pleasanton;US;8070,408;7291,62
O-3913;03/11/2020;05/11/2020;E-283;David;Campbell;C-29689;Scott;Culp;750 Lakeway Dr;Bellingham;US;40026,1913;26737,49
O-3914;04/11/2020;06/11/2020;E-281;Shu;Ito;C-29489;Frances;Adams;6900 Sisk Road;Modesto;US;57449,604;42811,44
O-3915;04/11/2020;08/11/2020;E-285;Syed;Abbas;C-29602;Nancy;Buchanan;85 Egerton Street;Silverwater;AU;3490,608;2404,33
O-3916;04/11/2020;14/11/2020;E-277;Jillian;Carson;C-29533;Douglas;Baldwin;Horizon Outlet Center;Holland;US;10127,724;7447,93
O-3917;04/11/2020;08/11/2020;E-288;Rachel;Valdez;C-29894;John;Kane;Roßstr 9938;Eilenburg;DE;26203,836;16592,27
O-3918;04/11/2020;04/11/2020;E-279;Tsvi;Reiter;C-30075;Mike;Tiano;Belz Factory Outlet;Orlando;US;26545,616;16195,48
O-3919;05/11/2020;09/11/2020;E-275;Michael;Blythe;C-29591;Robert;Brown;250880 Baur Blvd;Saint Louis;US;4443,726;2946,19
O-3920;05/11/2020;06/11/2020;E-282;José;Saraiva;C-29941;Jolie;Lenehan;Garamonde Drive, Wymbush;Milton Keynes;GB;24336,0013;18704,65
O-3921;05/11/2020;08/11/2020;E-274;Stephen;Jiang;C-29987;Frank;Mart¡nez;870 N. 54th Ave.;Chandler;US;70731,3713;43153,21
O-3922;05/11/2020;08/11/2020;E-276;Linda;Mitchell;C-30116;Wanda;Vernon;Ontario Mills;Ontario;US;49123,686;28015,24
O-3923;05/11/2020;08/11/2020;E-275;Michael;Blythe;C-29974;Scott;MacDonald;St. Louis Marketplace;Saint Louis;US;41,994;24,19
O-3924;06/11/2020;09/11/2020;E-281;Shu;Ito;C-29682;Scott;Cooper;Pavillion @ Redlands;Redlands;US;108,564;100,24
O-3925;06/11/2020;06/11/2020;E-275;Michael;Blythe;C-29646;Stacey;Cereghino;220 Mercy Drive;Garland;US;25065,096;17705,99
O-3926;06/11/2020;08/11/2020;E-283;David;Campbell;C-29502;Paul;Alcorn;White Mountain Mall;Rock Springs;US;461,694;216,44
O-3927;06/11/2020;10/11/2020;E-275;Michael;Blythe;C-29654;Yao-Qiang;Cheng;25 N State St;Chicago;US;1880,922;1016,26
O-3928;06/11/2020;08/11/2020;E-282;José;Saraiva;C-29778;Leo;Giakoumakis;Elmhurst Road, Goring;Reading;GB;4706,058;3718,73
O-3929;06/11/2020;10/11/2020;E-290;Hélène;Dupont;C-29909;Jim;Kim;3101, avenue de Malakoff;Paris;FR;28344,6431;22140
O-3930;07/11/2020;11/11/2020;E-289;Jae;Pak;C-30048;Marcia;Sultan;251420a 170th Street;Edmonton;CA;51324,1945;47007,83
O-3932;07/11/2020;09/11/2020;E-275;Michael;Blythe;C-29920;Scott;Konersmann;52500 Liberty Way;Fort Worth;US;38,1;26,45
O-3933;07/11/2020;11/11/2020;E-284;Tete;Mensa-Annan;C-29867;Erik;Ismert;4927 S Meridian Ave Ste D;Puyallup;US;7565,16;4185,8
O-3934;07/11/2020;18/11/2020;E-282;José;Saraiva;C-29587;John;Brooks;99-3 Forest Works;London;GB;22608,8577;8051,02
O-3935;07/11/2020;08/11/2020;E-284;Tete;Mensa-Annan;C-29737;John;Emory;Medford;Medford;US;26298,588;17009,93
O-3936;07/11/2020;10/11/2020;E-288;Rachel;Valdez;C-29679;Amy;Consentino;Am Grossen Dern 982;Hamburg;DE;2049,276;1925,09
O-3937;08/11/2020;12/11/2020;E-277;Jillian;Carson;C-29844;Nancy;Hirota;Stateline Plaza;Plaistow;US;35379,504;12425,28
O-3938;08/11/2020;12/11/2020;E-290;Hélène;Dupont;C-29875;Jay;Jamison;21801, rue Léo Delibes;Colombes;FR;1409,376;1018,84
O-3939;08/11/2020;11/11/2020;E-281;Shu;Ito;C-29641;Raul;Casts;99040 California Avenue;Sand City;US;94493,6651;63102,87
O-3940;10/11/2020;13/11/2020;E-276;Linda;Mitchell;C-29871;Eric;Jacobsen;Topanga Plaza;Canoga Park;US;8610,03;6652,11
O-3941;11/11/2020;15/11/2020;E-282;José;Saraiva;C-29874;David;Jaffe;Wade Road;Basingstoke Hants;GB;3040,662;1707,33
O-3942;11/11/2020;13/11/2020;E-277;Jillian;Carson;C-29820;Mark;Hassall;Amity Plaza;New Haven;US;23752,416;12890,44
O-3943;11/11/2020;11/11/2020;E-288;Rachel;Valdez;C-29837;Onetha;Higgs;Postfach 55 00 00;Frankfurt;DE;372,588;260,03
O-3944;12/11/2020;12/11/2020;E-277;Jillian;Carson;C-30109;Nieves;Vargas;Kensington Valley Shops;Howell;US;13804,8356;8122,77
O-3945;12/11/2020;19/11/2020;E-283;David;Campbell;C-29747;Carolyn;Farino;3250 South Meridian;Puyallup;US;2186,754;1866,17
O-3946;12/11/2020;16/11/2020;E-281;Shu;Ito;C-29623;Chris;Cannon;Lakewood Mall;Lakewood;US;600,156;423,41
O-3948;13/11/2020;16/11/2020;E-283;David;Campbell;C-29580;Richard;Bready;4251 First Avenue;Seattle;US;52697,2377;38526,95
O-3949;13/11/2020;15/11/2020;E-287;Amy;Alberts;C-29745;Marc;Faeber;Alderstr 1849;Braunschweig;DE;323,994;233,24
O-3950;14/11/2020;16/11/2020;E-284;Tete;Mensa-Annan;C-29981;Kathy;Marcovecchio;9905 Three Rivers Drive;Kelso;US;13015,362;10414,89
O-3951;14/11/2020;17/11/2020;E-286;Lynn;Tsoflias;C-29595;Bridget;Browqett;Rosebery;Lavender Bay;AU;31850,424;22594,69
O-3952;15/11/2020;19/11/2020;E-279;Tsvi;Reiter;C-29825;James;Hendergart;42525 Austell Road;Austell;US;29140,8;16333,42
O-3953;15/11/2020;19/11/2020;E-275;Michael;Blythe;C-29827;Valerie;Hendricks;Kansas City Factory Outlet;Odessa;US;61946,28;47234,04
O-3954;16/11/2020;19/11/2020;E-290;Hélène;Dupont;C-29795;Lowell;Graham;5, place de la Concorde;Colombes;FR;10879,398;8589,29
O-3955;16/11/2020;16/11/2020;E-286;Lynn;Tsoflias;C-29656;Susan;Chestnut;5525 Glenferrie Road;Hawthorne;AU;5115,312;4134,71
O-3956;16/11/2020;19/11/2020;E-276;Linda;Mitchell;C-29783;Mary;Gimmi;5525 South Hover Road;Longmont;US;14805,5231;8011,27
O-3957;16/11/2020;19/11/2020;E-276;Linda;Mitchell;C-29744;John;Evans;7709 West Virginia Avenue;Phoenix;US;41791,007;22943,26
O-3958;17/11/2020;20/11/2020;E-275;Michael;Blythe;C-29772;Janet;Gates;800 Interchange Blvd.;Austin;US;56181,095;31034,44
O-3959;17/11/2020;17/11/2020;E-276;Linda;Mitchell;C-29826;John;Hanson;825 W 500 S;Bountiful;US;677,988;545,17
O-3960;17/11/2020;20/11/2020;E-279;Tsvi;Reiter;C-30057;Damon;Taylor;Parkway City Mall;Huntsville;US;24,294;20,24
O-3961;17/11/2020;20/11/2020;E-284;Tete;Mensa-Annan;C-30051;Brad;Sutton;Three Rivers Mall;Kelso;US;26693,718;18984,57
O-3962;17/11/2020;19/11/2020;E-285;Syed;Abbas;C-29829;Jeff;Henshaw;45671 Queens Road Ct.;Melbourne;AU;445,41;325,1
O-3963;17/11/2020;21/11/2020;E-286;Lynn;Tsoflias;C-29970;Sharon;Lynn;Level 5;Rhodes;AU;9311,562;5586,94
O-3964;18/11/2020;21/11/2020;E-278;Garrett;Vargas;C-29671;Pat;Coleman;25245 Rue Sherbrooke Ouest;Montreal;CA;14427,738;8930,77
O-3965;18/11/2020;21/11/2020;E-283;David;Campbell;C-29683;Eva;Corets;2540 Dell Range Blvd;Cheyenne;US;4424,94;3248,79
O-3966;18/11/2020;21/11/2020;E-279;Tsvi;Reiter;C-29704;Shawn;Demicell;2561 Nw 8410th Avenue;Miami;US;22453,7528;12340,58
O-3967;19/11/2020;23/11/2020;E-279;Tsvi;Reiter;C-30084;Abe;Tramel;Silver Sands Factory Outlet;Destin;US;323,994;293,76
O-3968;19/11/2020;22/11/2020;E-279;Tsvi;Reiter;C-29520;Kyley;Arbelaez;Factory Stores Of America;Crossville;US;9630,726;8970,06
O-3969;20/11/2020;23/11/2020;E-286;Lynn;Tsoflias;C-29648;Sean;Chai;Level 992;Melbourne;AU;680,91;537,17
O-3970;20/11/2020;22/11/2020;E-281;Shu;Ito;C-29805;Erin;Hagens;25001 Montague Expressway;Milpitas;US;13721,79;5630,05
O-3971;20/11/2020;22/11/2020;E-289;Jae;Pak;C-29994;Robin;McGuigan;2500 University Avenue;Toronto;CA;39248,358;29243,95
O-3972;21/11/2020;24/11/2020;E-288;Rachel;Valdez;C-29693;Ryan;Danner;Berliner Platz 45;Offenbach;DE;37202,7812;26477,22
O-3973;21/11/2020;23/11/2020;E-279;Tsvi;Reiter;C-29500;Anna;Albright;Flagler Park Plaza;Miami;US;24951,1148;20355,12
O-3974;21/11/2020;25/11/2020;E-275;Michael;Blythe;C-30039;Robert;Stotka;Sports Stores @ Tuscola;Tuscola;US;6899,304;4178,91
O-3975;22/11/2020;25/11/2020;E-274;Stephen;Jiang;C-29650;Forrest;Chandler;The Quad @ WestView;Whittier;US;83,988;58,36
O-3976;22/11/2020;23/11/2020;E-281;Shu;Ito;C-29992;Sandra;Maynard;9952 E. Lohman Ave.;Las Cruces;US;14608,224;8646,61
O-3977;22/11/2020;26/11/2020;E-288;Rachel;Valdez;C-29837;Onetha;Higgs;Postfach 55 00 00;Frankfurt;DE;563,7528;351,33
O-3978;23/11/2020;25/11/2020;E-283;David;Campbell;C-29606;Karren;Burkhardt;2502 Evergreen Ste E;Everett;US;647,988;415,75
O-3979;23/11/2020;25/11/2020;E-288;Rachel;Valdez;C-29634;Fernando;Caro;Hellweg 4934;Essen;DE;8043,03;7131,75
O-3980;23/11/2020;26/11/2020;E-280;Pamela;Ansman-Wolfe;C-29497;François;Ferrier;Eastridge Mall;Casper;US;57374,4399;40357,18
O-3981;23/11/2020;26/11/2020;E-278;Garrett;Vargas;C-29761;Susan;French;69251 Creditview Road;Mississauga;CA;2842,5929;2360,49
O-3982;24/11/2020;05/12/2020;E-276;Linda;Mitchell;C-29565;Jimmy;Bischoff;3065 Santa Margarita Parkway;Trabuco Canyon;US;2689,176;1709,51
O-3983;25/11/2020;29/11/2020;E-289;Jae;Pak;C-29734;Jauna;Elson;2573 Dufferin Street;Toronto;CA;21131,946;8712,7
O-3984;25/11/2020;29/11/2020;E-288;Rachel;Valdez;C-29589;Carolee;Brown;Brunnenstr 422;Frankfurt am Main;DE;29625,689;17763,56
O-3985;25/11/2020;29/11/2020;E-277;Jillian;Carson;C-29811;Mark;Hanson;9920 Picketts Line Road;Newport News;US;1544,97;862,25
O-3986;25/11/2020;28/11/2020;E-277;Jillian;Carson;C-30065;Karen;Theisen;9963 Tresser Blvd.;Stamford;US;30500,112;20566,22
O-3987;25/11/2020;29/11/2020;E-289;Jae;Pak;C-30067;Phyllis;Thomas;99, Rue Saint-pierre;Pnot-Rouge;CA;21286,536;11963,04
O-3988;25/11/2020;28/11/2020;E-281;Shu;Ito;C-29605;Megan;Burke;Arcadia Crossing;Phoenix;US;23412,8828;15775,6
O-3989;26/11/2020;03/12/2020;E-277;Jillian;Carson;C-30096;Mary;Vaca;630 Oldgate Lane;Milford;US;2783,988;2358,32
O-3990;27/11/2020;01/12/2020;E-275;Michael;Blythe;C-29850;Bob;Hodges;Ohms Road;Houston;US;2159,352;1519,75
O-3991;28/11/2020;30/11/2020;E-286;Lynn;Tsoflias;C-29670;Eric;Coleman;Chabbell Park;North Ryde;AU;12485,4;6634,74
O-3992;28/11/2020;01/12/2020;E-288;Rachel;Valdez;C-30001;Christinia;McDonald;Werftstr 4400;Sulzbach Taunus;DE;1466,01;848,09
O-3993;28/11/2020;30/11/2020;E-289;Jae;Pak;C-29614;Ryan;Calafato;254480 River Rd;Richmond;CA;32743,566;15199,57
O-3994;28/11/2020;30/11/2020;E-289;Jae;Pak;C-30000;James;McCoy;9900-6400 Boul, Taschereau;Brossard;CA;28038,636;19960,71
O-3995;29/11/2020;06/12/2020;E-289;Jae;Pak;C-29692;Thierry;D'Hers;Box 99354 300 Union Street;Saint John;CA;22748,73;18726,75
O-3996;29/11/2020;30/11/2020;E-282;José;Saraiva;C-29776;Barbara;German;Science Park South, Birchwood;Warrington;GB;25882,74;19489,7
O-3997;29/11/2020;03/12/2020;E-283;David;Campbell;C-29599;Shirley;Bruner;4781 Highway 95;Sandpoint;US;32,394;26,22
O-3998;30/11/2020;04/12/2020;E-279;Tsvi;Reiter;C-29604;Edward;Buensalido;Highland Lakes Shopping Ctr.;Orlando;US;377,946;290,64
O-3999;30/11/2020;04/12/2020;E-277;Jillian;Carson;C-29694;Mike;Danseglio;42500 South Franklin Street;Michigan City;US;602,346;392,61
O-4000;30/11/2020;01/12/2020;E-283;David;Campbell;C-29890;Peggy;Justice;15 East Main;Port Orchard;US;65,988;42,36
O-4001;30/11/2020;02/12/2020;E-288;Rachel;Valdez;C-29745;Marc;Faeber;Alderstr 1849;Braunschweig;DE;12629,256;11365,07
O-4002;01/12/2020;04/12/2020;E-276;Linda;Mitchell;C-30022;Dylan;Miller;Parkway Plaza;El Cajon;US;3115,722;2605,37
O-4003;01/12/2020;03/12/2020;E-278;Garrett;Vargas;C-29539;Josh;Barnhill;25 First Canadian Place;Toronto;CA;7879,098;7140,04
O-4004;01/12/2020;05/12/2020;E-284;Tete;Mensa-Annan;C-29571;Gabriel;Bockenkamp;67 Rainer Ave S;Renton;US;3047,946;1982,39
O-4005;01/12/2020;10/12/2020;E-282;José;Saraiva;C-29952;Yuhong;Li;Bradford;W. York;GB;2041,188;1490,89
O-4006;01/12/2020;04/12/2020;E-275;Michael;Blythe;C-30117;Robert;Vessa;72540 Blanco Rd.;San Antonio;US;73270,506;50952,31
O-4007;01/12/2020;05/12/2020;E-279;Tsvi;Reiter;C-29968;Helen;Lutes;Po Box 2257;Greensboro;US;25106,754;14521,74
O-4008;01/12/2020;05/12/2020;E-279;Tsvi;Reiter;C-29519;Hannah;Arakawa;Grand Central Place;Somerset;US;3391,17;2069,97
O-4009;02/12/2020;06/12/2020;E-275;Michael;Blythe;C-30095;Sunil;Uppal;25500 Old Spanish Trail;Houston;US;27709,218;17426,33
O-4010;02/12/2020;08/12/2020;E-283;David;Campbell;C-29835;Ronald;Heymsfield;250775 SW Hillsdale Hwy;Beaverton;US;461,694;300,61
O-4011;02/12/2020;05/12/2020;E-282;José;Saraiva;C-30005;Nancy;McPhearson;46-44 Albemarle Street;London;GB;17193,546;12951,9
O-4012;02/12/2020;03/12/2020;E-284;Tete;Mensa-Annan;C-30112;Patricia;Vasquez;409 S. Main Ste. 25;Ellensburg;US;23564,97;17984,79
O-4013;02/12/2020;04/12/2020;E-275;Michael;Blythe;C-29593;Mary;Browning;Noah Lane;Chicago;US;5531,802;3685,29
O-4014;02/12/2020;10/12/2020;E-277;Jillian;Carson;C-29765;Paul;Fulton;Horizon Outlet Center;Monroe;US;1530,798;1434,67
O-4015;02/12/2020;03/12/2020;E-289;Jae;Pak;C-29895;Lori;Kane;9693 Louis H Lafontaine;Ville De'anjou;CA;33904,482;15497,74
O-4016;02/12/2020;06/12/2020;E-283;David;Campbell;C-29753;Kathie;Flood;705 SE Mall Parkway;Everett;US;83,988;58,22
O-4017;02/12/2020;03/12/2020;E-289;Jae;Pak;C-30115;Dora;Verdad;Suite 2502 410 Albert Street;Waterloo;CA;192,246;123,83
O-4018;02/12/2020;13/12/2020;E-290;Hélène;Dupont;C-29984;Benjamin;Martin;21, avenue de la Gare;Sèvres;FR;3047,946;2476,76
